Ticker,Probability,ret5,rel20,rsi14,vol_spike,bb_pos,above_sma20,above_sma50,ML_Probability
AXGN,96.22955427466046,0.0371542739958088,0.2770493370591402,65.58719117781905,0.9949753204376416,0.7306677842693846,1.0,1.0,48.82863768576824
CIVI,49.68664197451408,-0.0483568699459365,-0.0136319878401904,49.20708901517297,0.7467983471092963,0.4622943490857073,0.0,1.0,49.822569348785855
HUT,53.65522386649544,-0.1272806362689543,0.019762903933733,48.0167304968509,2.190818356586151,0.4688297262149671,0.0,0.0,50.22797898345653
HYMC,98.86667896720556,0.212693012724273,0.3184629044170415,75.71415038876869,1.0529855727973765,1.0,1.0,1.0,50.58654206026846
RNW,5.141740960606935,-0.2766798865944303,-0.2872855415755765,17.744500795515847,2.1249013137431705,0.0,0.0,0.0,
SM,46.81529254953325,-0.052373944142974,-0.0056729339015035,48.02410443945789,0.7156016666766941,0.513879840498986,1.0,0.0,50.2926202392998
SMX,87.29107467491865,-0.1114156495096901,23.6019054023407,54.18389074507236,0.0637065119838939,0.5950754643192029,1.0,1.0,50.97887333831041
STUB,76.79044305996392,0.0057928979924155,0.1324557708684426,48.81889795389116,0.4159299274798575,0.79970466058294,1.0,0.0,50.543500556008745
TWO,98.59806077793324,0.1094526773053701,0.1445975481619916,75.0377363749336,9.052015299919733,1.0,1.0,1.0,
UDMY,98.90707543525392,0.1291512545039996,0.2121028478785491,67.81222899813726,9.491284333337523,1.0,1.0,1.0,
