Date,Screener,Ticker,Probability,ret5,ret20,rel20,rsi14,vol_spike,bb_pos,above_sma20,above_sma50,ML_Probability,Outcome2D_Label,Outcome2D_Excess
20251223,07_gap_watch_liquid,A,14.893014822094102,-0.0060348898854587,-0.0992838502214809,-0.1309147479574416,39.45101384992946,0.2799601169391807,0.269657754516321,0.0,0.0,47.020486944912456,0,-0.005395167878832874
20251223,07_gap_watch_liquid,AA,98.45377902135046,0.151310093667365,0.3844265974241336,0.3527956996881729,78.92315404710159,0.6996286880112069,1.0,1.0,1.0,49.11202410921564,1,0.0038560045079321092
20251223,07_gap_watch_liquid,AAAU,93.57441637390794,0.0434878164463632,0.0867107818960821,0.0550798841601214,80.66868721892429,1.0064296574343594,1.0,1.0,1.0,49.34298447301113,1,0.0034112864546920196
20251223,07_gap_watch_liquid,AAL,92.08368581279642,-0.0222013475495818,0.1935114330987295,0.1618805353627688,62.15125747442892,1.0377330655039552,0.7348735528836108,1.0,1.0,47.42347898065756,0,-0.012194850911341648
20251223,07_gap_watch_liquid,AAOI,99.48486240368972,0.4088397971993061,0.8157543606515407,0.78412346291558,69.64563362280794,1.6285435070902954,1.0,1.0,1.0,53.02499531768419,0,-0.08296579711499119
20251223,07_gap_watch_liquid,AAP,5.477030152990664,-0.1034717813675538,-0.2242293719853367,-0.2558602697212975,26.70071999899301,0.8557229239255716,0.0769466547707878,0.0,0.0,48.22729952268246,1,0.04336444176488019
20251223,07_gap_watch_liquid,AAPL,39.58280358965729,-0.0092311761398111,-0.0139352023542509,-0.0455661000902116,46.53375907570924,0.4412571315671193,0.1886313427453451,0.0,1.0,48.26728919540973,1,0.0048874525388349355
20251223,07_gap_watch_liquid,AAPU,22.942875799408764,-0.0237268420787141,-0.0398134718850825,-0.0714443696210432,43.3982475299017,0.6535130208336761,0.1507296209167408,0.0,0.0,48.697635723532166,1,0.01215685681230716
20251223,07_gap_watch_liquid,ABBV,66.53424841987376,0.0223543615188985,-0.0036599553744732,-0.035290853110434,54.10333316291723,0.3243346074036665,0.7468956880423124,1.0,1.0,47.41135900128885,0,-0.0020175479268538243
20251223,07_gap_watch_liquid,ABEO,90.50185850917012,0.0550000190734862,0.1492374553393709,0.1176065576034102,55.66571303140413,0.705834917472976,0.6988491223523923,1.0,1.0,47.22249807411159,1,0.026003792550046256
20251223,07_gap_watch_liquid,ABNB,92.95253434239544,0.0319672857836881,0.1907175191591754,0.1590866214232147,73.77556309006428,0.349190608419314,0.8551336916112807,1.0,1.0,48.00621690292788,0,-0.0023622895547823486
20251223,07_gap_watch_liquid,ABR,11.374632648273712,-0.0763723549621279,-0.0883392249963773,-0.119970122732338,24.803451660599578,0.9800127677794512,0.0,0.0,0.0,47.01016256575613,1,0.016888458842782006
20251223,07_gap_watch_liquid,ABT,27.708436214726422,-0.019233820192865,-0.021778474874525,-0.0534093726104857,44.905810288680456,0.5560485576569869,0.3626845038190227,0.0,0.0,49.39029964099688,0,-0.003321751673328599
20251223,07_gap_watch_liquid,ABVX,95.40942426855996,0.2560371243109363,0.1088617078009239,0.0772308100649632,66.75638280204787,0.6169452073436044,1.0,1.0,1.0,49.197265175815645,1,0.021774808117774658
20251223,10_pattern_wedge_resist,AKR,79.3167466907033,0.0358947957444719,0.0173783710067845,-0.0142525267291762,57.120999860100696,0.4222202599430843,0.7412844442322545,1.0,1.0,47.24034981998951,1,0.010836182462000687
20251223,01_new_highs_liquid,AME,87.62791067426559,0.035038196882694,0.0714859758431756,0.0398550781072148,67.95360851027542,0.6095064355797836,1.0,1.0,1.0,47.91502978514341,0,-0.005854587169946579
20251223,08_overbought,ATHA,97.97934557527296,0.9716494509613554,0.7327293683954272,0.7010984706594665,86.48903300127644,0.0699182704061753,1.0,1.0,1.0,49.047447992718745,0,-0.0351843112993484
20251223,04_most_active_liquid,BBAI,35.568219316163855,0.0426621150689408,-0.0255183170492555,-0.0571492147852162,48.63996311133512,0.4271065342196035,0.4158199843051264,0.0,0.0,48.06575191089116,0,-0.04672363267070967
20251223,04_most_active_liquid,BITO,37.449728927764006,0.0038746613829323,-0.015739138949164,-0.0473700366851247,43.33155899030442,0.9457419248773112,0.3670289192147582,0.0,0.0,49.50026825411953,0,-0.005450545656022876
20251223,04_most_active_liquid,BMNU,7.41617082036153,-0.1206373380707357,-0.2126358734824058,-0.2442667712183666,39.913327606601264,0.8616240591428939,0.2299627995409473,0.0,0.0,46.80632543583015,0,-0.0952949300096616
20251223,08_overbought,C,94.56914643223038,0.072744440236363,0.1974621032852697,0.1658312055493089,82.00250235420727,0.8567360974808254,0.9842666571455424,1.0,1.0,48.71898557169623,1,0.00446373816232204
20251223,02_top_gainers_liquid,CCCX,99.0239037347857,0.2596084762352175,0.2407143456595284,0.2090834479235677,62.81031626264157,2.140380381500754,1.0,1.0,1.0,49.3785435217382,1,0.014129680196822259
20251223,01_new_highs_liquid,CENX,98.97105872819074,0.2076349588221087,0.3991370224606938,0.3675061247247331,77.47476775797277,1.0259826096940097,1.0,1.0,1.0,50.90931614708245,1,0.01822547191035606
20251223,06_new_lows_liquid,CLX,29.105333213216845,-0.022991366218811,-0.0769922568074616,-0.1086231545434224,32.6475872383444,0.6262769889559966,0.0914612516168435,0.0,0.0,47.37495049648935,1,0.003818324432752984
20251223,06_new_lows_liquid,CPB,24.1532697420658,-0.035041877873825,-0.0958837410901085,-0.1275146388260692,32.24983746937954,0.5356144243688824,0.079527614309516,0.0,0.0,47.72701860372574,1,0.010877233983360046
