Ticker,Probability,ret5,rel20,rsi14,vol_spike,bb_pos,above_sma20,above_sma50,ML_Probability
ACHR,4.811841437895668,-0.1196446750890295,-0.3804608714629475,35.15498954530986,0.9190948542937938,0.1030680988234112,0.0,0.0,51.89544491161572
AMD,88.65048853261747,-0.0083485516442145,0.0382937596324548,59.72542228159855,1.6262292589821266,0.6733528633788052,1.0,1.0,49.9660429395982
BBAI,61.17956279910887,0.1199020624723563,-0.2212946000962117,53.088859283195134,1.0517315280108084,0.5919510356634756,1.0,1.0,50.19602509072253
F,89.4340014288364,0.0336174610350925,0.125226792999606,64.5251004597961,0.3015590061144637,0.7756032870033647,1.0,1.0,49.48713784242679
INTC,52.462007443435255,-0.0110734555818868,-0.0053767864998586,53.09415262344542,0.3936061168196899,0.3971315730829696,0.0,1.0,52.13167150401997
NVDA,73.9098105372675,-0.0154198105365135,0.0417409472902159,51.200157906328535,0.6350162240943641,0.500149877300284,1.0,1.0,48.11214070319805
OPEN,97.83460400252392,0.2095435494452102,0.1579136120619853,59.92436473955173,1.2995974425365826,1.0,1.0,1.0,51.79711197436934
PFE,90.766697247308,0.0661940598263601,0.0487655675048472,67.8138199855918,0.7488872661373822,1.0,1.0,1.0,52.07954946885409
PLTR,79.86618053623054,0.0011534089040958,0.0310597494837243,53.75488419480124,0.8835246924204493,0.6158680511689676,1.0,1.0,51.03039161794671
RIVN,97.5365049306632,0.1077625996642226,0.2467573959555657,66.61029590548134,0.9649311574487373,0.9741101486844708,1.0,1.0,49.94753586339953
SLV,90.64169947470752,0.1106551438634588,-0.0239400366182418,68.38213995072908,1.1852942489604517,0.9711591311722952,1.0,1.0,50.98657003558959
SOFI,92.87409539731216,0.0547057025094288,0.1044205601988699,59.554812696624055,0.9867277663226652,0.8871256898403557,1.0,1.0,51.41113307978783
SOXL,60.6405021301826,-0.0776682270838771,0.053314454155626,51.69915648990411,0.7713387769291421,0.4416920947070576,0.0,1.0,49.883613657718314
SQQQ,26.18669052660621,0.014056213276304,-0.1143275514472138,45.368379150252885,0.7146013765566592,0.4450721547035369,0.0,0.0,48.91009493403886
TQQQ,70.51542306599094,-0.0196935265960603,0.0486316823660193,52.26817641870071,0.9077034967560718,0.4938709681690656,0.0,1.0,50.1241595240767
TSLA,33.40449505304348,-0.0704871703593725,-0.0400297183013701,47.03697430895057,0.550225957531661,0.1489596538695291,0.0,1.0,51.5148746079647
TSLL,13.090957140586536,-0.1421076532972723,-0.0792130342671068,45.74643118269773,0.6051799028274701,0.0959473444801996,0.0,0.0,50.4688032920555
TZA,73.15819697048131,0.0106504983191491,0.0495167851138247,49.86197391600457,0.9799820660742308,0.6153597137031767,1.0,0.0,52.42439286036985
