Ticker,Probability,ret5,rel20,rsi14,vol_spike,bb_pos,above_sma20,above_sma50,ML_Probability
CAH,95.55541274913698,0.0429309382242479,0.2606646659727538,86.86313459943297,1.0416154060659744,0.930524251571522,1.0,1.0,52.15957668192976
COR,95.46855295480415,0.0557721029743123,0.148089284685706,80.84686713250687,1.421047849237647,1.0,1.0,1.0,51.87534964563319
CSIQ,99.34708210790528,0.4905239116551012,0.6756558656538223,82.04710099446024,1.8058412084398263,1.0,1.0,1.0,56.306072036470056
DTCK,99.38671071577131,2.435483772763767,7.442481250633751,98.25052272137631,2.596757615540645,1.0,1.0,1.0,53.91547585829358
INDV,96.08926369439656,0.0940611657193981,0.3209352203633699,83.29092599066527,0.6030007185179341,0.9353581151729896,1.0,1.0,55.0129517409502
KEX,94.66910109127376,0.018594793232662,0.3016824220249012,81.89812488894239,0.7879335260115607,0.8732997780502034,1.0,1.0,52.6966960823699
MTSR,99.2514491549271,0.2796171918644292,0.5516467588374125,84.7761915598751,1.949529918588288,1.0,1.0,1.0,55.363723712332344
ROIV,96.65229400093403,0.0505617862602514,0.2773209329129238,83.22397004675844,1.252870437253411,0.914870647409093,1.0,1.0,53.47064906734165
RVMD,96.63527019804152,0.0426363543701546,0.2903559773117379,81.21052134404916,1.243509972654042,0.8767859154471448,1.0,1.0,53.482872372406284
TERN,98.53889182199028,1.2365196496649284,1.1483252512365874,87.83238681466571,0.659029223052356,1.0,1.0,1.0,57.45897777380332
TEVA,98.67203613891378,0.2211681600580641,0.2218252084964829,82.63581866325995,2.0436131501520864,1.0,1.0,1.0,53.17277070269203
VTYX,96.75671556675069,0.099762487526914,1.4002302827701705,81.14418681178944,0.3117642258636045,0.8795208992077118,1.0,1.0,56.09777212503347
