Ticker,Probability,ret5,rel20,rsi14,vol_spike,bb_pos,above_sma20,above_sma50,ML_Probability
BMRN,98.69091617124651,0.1489401317233321,0.1250596759158613,73.6051077199593,3.809803259941138,1.0,1.0,1.0,49.57064084200084
CUK,99.5134921191936,0.2177829736154595,0.3061704525771838,80.17849521183797,3.5960714479977285,1.0,1.0,1.0,
DJT,99.6387915501694,0.4819061559365916,0.4828082319854079,72.87029283641564,5.480046773662557,1.0,1.0,1.0,
DJTU,99.65597142774136,0.981164279541531,0.9877729610341848,69.66558694567397,5.528695234623156,1.0,1.0,1.0,48.41064851820847
FOLD,99.73137454499192,0.4348485324300335,0.4178662261525447,90.84122995910462,12.434789464572344,1.0,1.0,1.0,
IBDV,71.94888320444642,-0.0002267193169874,-0.0399369125779829,48.1190131497311,4.763952924504424,0.1874929471455467,0.0,1.0,49.27239657478615
INFY,98.89460276582513,0.138638923362885,0.1397932090117595,79.64907247163387,6.239832696699756,1.0,1.0,1.0,
JMST,92.60825989973657,0.0018656956818403,-0.0384923660561191,80.814123326919,6.688346707232819,1.0,1.0,1.0,48.24201942483506
LUNR,99.5858670751422,0.244360912738802,0.8082589572782026,70.36771088103632,5.336528142970695,1.0,1.0,1.0,50.063505627499026
LW,7.0213191943393625,-0.2593027365113909,-0.2471244964681315,17.07806263460118,9.184687804145092,0.0,0.0,0.0,
NBY,99.74763516072466,0.9027500817222268,4.339463624409303,84.99054630420876,13.274706617326167,1.0,1.0,1.0,
NKE,25.01530740272228,-0.1344316366911111,-0.085308342669352,31.894994647429314,4.992248137707415,0.0,0.0,0.0,
PSNL,62.90363680460507,-0.0228051029076516,-0.007027463640451,46.98860359131069,3.642575358857199,0.2717569938737498,0.0,0.0,49.98194443350756
